"Authors","Author full names","Author(s) ID","Title","Year","Link","Affiliations","Authors with affiliations","ISSN","ISBN","CODEN"
"Ushenko Y.; Gordey I.; Tomka Y.; Soltys I.; Bucovinian O.B.; Hu Z.","Ushenko, Yuriy (6701840218); Gordey, Ivan (58264626100); Tomka, Yuriy (9279702200); Soltys, Irina (54882613300); Bucovinian, Oksana Bakun (58675604700); Hu, Zhengbing (57192921573)","6701840218; 58264626100; 9279702200; 54882613300; 58675604700; 57192921573","Information Technology for Multiparametric Analysis of Laser Images of Biological Fluid Films in Biomedical Applications","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175429997&doi=10.5815%2fijigsp.2023.05.06&partnerID=40&md5=f348c178ac4f324c4fc34336055f3e45","Computer Science Department, Yuriy Fedcovitch Chernivtsi National University, Chernivtsi, 58002, Ukraine; Optics and Publishing Department, Yuriy Fedcovitch Chernivtsi National University, Chernivtsi, 58002, Ukraine; State Medical University, Chernivtsi, 58000, Ukraine; School of Computer Science, Hubei University of Technology, Wuhan, China","Ushenko Y., Computer Science Department, Yuriy Fedcovitch Chernivtsi National University, Chernivtsi, 58002, Ukraine; Gordey I., Computer Science Department, Yuriy Fedcovitch Chernivtsi National University, Chernivtsi, 58002, Ukraine; Tomka Y., Computer Science Department, Yuriy Fedcovitch Chernivtsi National University, Chernivtsi, 58002, Ukraine; Soltys I., Optics and Publishing Department, Yuriy Fedcovitch Chernivtsi National University, Chernivtsi, 58002, Ukraine; Bucovinian O.B., State Medical University, Chernivtsi, 58000, Ukraine; Hu Z., School of Computer Science, Hubei University of Technology, Wuhan, China","20749082","",""
"Kazymyrenko Y.U.; Lebedeva N.Y.; Makrukha T.O.","Kazymyrenko, Yu. O. (58575122500); Lebedeva, N. Yu. (58574948800); Makrukha, T.O. (58574948900)","58575122500; 58574948800; 58574948900","Increasing the damping capability of titanium alloys by deposition of plasma coatings made from titanium nickelide","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171172137&doi=10.15407%2fmfint.45.04.0457&partnerID=40&md5=91b7cc3bb598166c0f3273bc4917e4de","Admiral Makarov National University of Shipbuilding, Heroes of Ukraine Ave., 9, Mykolaiv, UA-54025, Ukraine; Robert Elvorti Economics and Technology Institute, Yevhen Chykalenko Str., 3, Kropyvnytskyi, UA-25000, Ukraine","Kazymyrenko Y.U., Admiral Makarov National University of Shipbuilding, Heroes of Ukraine Ave., 9, Mykolaiv, UA-54025, Ukraine; Lebedeva N.Y., Admiral Makarov National University of Shipbuilding, Heroes of Ukraine Ave., 9, Mykolaiv, UA-54025, Ukraine; Makrukha T.O., Robert Elvorti Economics and Technology Institute, Yevhen Chykalenko Str., 3, Kropyvnytskyi, UA-25000, Ukraine","10241809","",""
"Сhervinsky L.; Savoiskyi O.; Sirenko V.","Сhervinsky, Leonid (58768048700); Savoiskyi, Oleksandr (57222589504); Sirenko, Viktor (57202640247)","58768048700; 57222589504; 57202640247","The influence of ultrasonic processing on the structure and electrophysical properties of fruit in combined drying","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179938229&doi=10.31548%2fmachinery%2f2.2023.70&partnerID=40&md5=5c0ae94aace11cd27228c2c80d9dae9a","National University of Life and Environmental Sciences of Ukraine, 15 Heroiv Oborony Str., Kyiv, 03041, Ukraine; Sumy National Agrarian University, 160 Gerasim Kondratyev Str., Sumy, 40021, Ukraine","Сhervinsky L., National University of Life and Environmental Sciences of Ukraine, 15 Heroiv Oborony Str., Kyiv, 03041, Ukraine; Savoiskyi O., Sumy National Agrarian University, 160 Gerasim Kondratyev Str., Sumy, 40021, Ukraine; Sirenko V., Sumy National Agrarian University, 160 Gerasim Kondratyev Str., Sumy, 40021, Ukraine","26631334","",""
"Khlamov S.; Savanevych V.; Vlasenko V.; Trunova T.; Troianskyi V.; Gerasimenko R.; Shvedun V.","Khlamov, Sergii (56866386100); Savanevych, Vadym (56486038400); Vlasenko, Vladimir (57021260000); Trunova, Tetiana (57775882100); Troianskyi, Volodymyr (57202645378); Gerasimenko, Roman (58758123400); Shvedun, Viktoriia (56896006900)","56866386100; 56486038400; 57021260000; 57775882100; 57202645378; 58758123400; 56896006900","IMPROVING THE ACCURACY OF IDENTIFYING OBJECTS IN DIGITAL FRAMES USING A PROCEDURE OF FULL IDENTIFICATION OF MEASUREMENTS","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179425219&doi=10.15587%2f1729-4061.2023.288940&partnerID=40&md5=70759149f088558a685ed172507dca41","Department of Media Systems and Technologies, Kharkiv National University of Radio Electronics, Nauky ave., 14, Kharkiv, 61166, Ukraine; Department of Media Systems and Technologies, Kharkiv National University of Radio Electronics, Nauky ave., 14, Kharkiv, 61166, Ukraine; Space Research and Communications Center, National Space Facilities Control and Test Center, Moskovska str, 8, Kyiv, 01010, Ukraine; Department of Media Systems and Technologies, Kharkiv National University of Radio Electronics, Nauky ave., 14, Kharkiv, 61166, Ukraine; ""Astronomical Observatory"" Research Institute, Odesa I. I. Mechnikov National University, Marazlievska str., 1v, Odesa, 65014, Ukraine; Department of Systems Engineering, Kharkiv National University of Radio Electronics, Nauky ave., 14, Kharkiv, 61166, Ukraine; Scientific Department of Management Problems in the Field of Civil Protection, National University of Civil Defence of Ukraine, Chernyshevska str., 94, Kharkiv, 61023, Ukraine","Khlamov S., Department of Media Systems and Technologies, Kharkiv National University of Radio Electronics, Nauky ave., 14, Kharkiv, 61166, Ukraine; Savanevych V., Department of Media Systems and Technologies, Kharkiv National University of Radio Electronics, Nauky ave., 14, Kharkiv, 61166, Ukraine; Vlasenko V., Space Research and Communications Center, National Space Facilities Control and Test Center, Moskovska str, 8, Kyiv, 01010, Ukraine; Trunova T., Department of Media Systems and Technologies, Kharkiv National University of Radio Electronics, Nauky ave., 14, Kharkiv, 61166, Ukraine; Troianskyi V., ""Astronomical Observatory"" Research Institute, Odesa I. I. Mechnikov National University, Marazlievska str., 1v, Odesa, 65014, Ukraine; Gerasimenko R., Department of Systems Engineering, Kharkiv National University of Radio Electronics, Nauky ave., 14, Kharkiv, 61166, Ukraine; Shvedun V., Scientific Department of Management Problems in the Field of Civil Protection, National University of Civil Defence of Ukraine, Chernyshevska str., 94, Kharkiv, 61023, Ukraine","17293774","",""
"Kinshakov E.; Parfenenko Y.","Kinshakov, Eduard (58622021300); Parfenenko, Yuliia (54420952900)","58622021300; 54420952900","Application of Machine Learning Techniques to Solve the Problem of Skin Diseases Diagnosis","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172471951&doi=10.1007%2f978-3-031-40997-4_7&partnerID=40&md5=cfd8b090c0585e3ce1988cc5841270d6","Faculty of Electronics and Information Technologies, Sumy State University, Sumy, Ukraine","Kinshakov E., Faculty of Electronics and Information Technologies, Sumy State University, Sumy, Ukraine; Parfenenko Y., Faculty of Electronics and Information Technologies, Sumy State University, Sumy, Ukraine","21984182","",""
"Kovalenko S.; Kovalenko A.; Kovalenko S.; Pelikh D.; Mikhnova O.; Severin V.","Kovalenko, Sergii (57208851362); Kovalenko, Anton (58759335100); Kovalenko, Svitlana (57212035934); Pelikh, Daniil (58068998700); Mikhnova, Olena (57191613564); Severin, Valeriy (8287183900)","57208851362; 58759335100; 57212035934; 58068998700; 57191613564; 8287183900","An Approach to Blood Cell Classification Based on Object Segmentation and Machine Learning","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179501317&doi=10.1109%2fKhPIWeek61412.2023.10312903&partnerID=40&md5=d56cc4a67c2f1f92dfecc57d95e1bdec","Dept. of System Analysis and Information-Analytical Technologies, National Technical University”KhPI”, Kharkiv, Ukraine; Dept. of Software Engineering and Management Intelligent Technologies, National Technical University”KhPI”, Kharkiv, Ukraine; Dept. of Cyber Security and Information Technologies, State Biotechnological University, Kharkiv, Ukraine","Kovalenko S., Dept. of System Analysis and Information-Analytical Technologies, National Technical University”KhPI”, Kharkiv, Ukraine; Kovalenko A., Dept. of System Analysis and Information-Analytical Technologies, National Technical University”KhPI”, Kharkiv, Ukraine; Kovalenko S., Dept. of Software Engineering and Management Intelligent Technologies, National Technical University”KhPI”, Kharkiv, Ukraine; Pelikh D., Dept. of System Analysis and Information-Analytical Technologies, National Technical University”KhPI”, Kharkiv, Ukraine; Mikhnova O., Dept. of Cyber Security and Information Technologies, State Biotechnological University, Kharkiv, Ukraine; Severin V., Dept. of System Analysis and Information-Analytical Technologies, National Technical University”KhPI”, Kharkiv, Ukraine","","979-835039553-2",""
"Uhl A.V.; Melnyk O.V.; Melnyk Y.A.","Uhl, A.V. (57204841299); Melnyk, O.V. (58095661900); Melnyk, Y.A. (57209253304)","57204841299; 58095661900; 57209253304","APPLICATION OF THE STEREOMICROPHOTOGRAMMETRIC METHOD FOR THE COMPLEX STUDY OF THE AL-CU-MG ALLOYS SYSTEM; [Застосування стереомікрофотограмметричного методу для комплексного дослідження сплавів системи Al-Cu-Mg]","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173285511&doi=10.33271%2fnvngu%2f2023-4%2f056&partnerID=40&md5=ad002509f4d1424e3759e2248881bf13","Lesya Ukrainka Volyn National University, Lutsk, Ukraine; Lutsk National Technical University, Lutsk, Ukraine","Uhl A.V., Lesya Ukrainka Volyn National University, Lutsk, Ukraine; Melnyk O.V., Lesya Ukrainka Volyn National University, Lutsk, Ukraine; Melnyk Y.A., Lutsk National Technical University, Lutsk, Ukraine","20712227","",""
"Honchar A.; Dovgyi S.; Lytvynenko A.","Honchar, Andrii (57225935600); Dovgyi, Stanislav (57215821999); Lytvynenko, Alina (57190439255)","57225935600; 57215821999; 57190439255","IT Platform for the Formation of Digital Duplicates for Museum Exhibits","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85177864034&doi=10.1007%2f978-3-031-46880-3_12&partnerID=40&md5=ffc0906b3c974448937927602cf58de6","National Technical University of Ukraine “Igor Sikorsky Kyiv Polytechnic Institute”, Beresteiskyi Avenue 37, Kyiv, 03056, Ukraine","Honchar A., National Technical University of Ukraine “Igor Sikorsky Kyiv Polytechnic Institute”, Beresteiskyi Avenue 37, Kyiv, 03056, Ukraine; Dovgyi S., National Technical University of Ukraine “Igor Sikorsky Kyiv Polytechnic Institute”, Beresteiskyi Avenue 37, Kyiv, 03056, Ukraine; Lytvynenko A., National Technical University of Ukraine “Igor Sikorsky Kyiv Polytechnic Institute”, Beresteiskyi Avenue 37, Kyiv, 03056, Ukraine","23673370","978-303146879-7",""
"Popov M.O.; Stankevich S.A.; Pylypchuk V.V.; Xing K.; Zhang C.","Popov, Mykhailo O. (55781766400); Stankevich, Sergey A. (16176794100); Pylypchuk, Valentyn V. (57219531872); Xing, Kun (55960312500); Zhang, Chunxiao (55703943300)","55781766400; 16176794100; 57219531872; 55960312500; 55703943300","Unified Approach to Inshore Ship Detection in Optical/radar Medium Spatial Resolution Satellite Images","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171524917&doi=10.1007%2f978-981-99-4098-1_8&partnerID=40&md5=217259f1c67897222cfbad40e32f0089","Scientific Centre for Aerospace Research of the Earth, National Academy of Sciences of Ukraine, Kyiv, 01054, Ukraine; Beijing Institute of Space Mechanics and Electricity, Beijing, 100190, China","Popov M.O., Scientific Centre for Aerospace Research of the Earth, National Academy of Sciences of Ukraine, Kyiv, 01054, Ukraine; Stankevich S.A., Scientific Centre for Aerospace Research of the Earth, National Academy of Sciences of Ukraine, Kyiv, 01054, Ukraine; Pylypchuk V.V., Scientific Centre for Aerospace Research of the Earth, National Academy of Sciences of Ukraine, Kyiv, 01054, Ukraine; Xing K., Beijing Institute of Space Mechanics and Electricity, Beijing, 100190, China; Zhang C., Beijing Institute of Space Mechanics and Electricity, Beijing, 100190, China","09308989","978-981994097-4",""
"Ushenko Y.A.; Gorsky M.P.; Dubolazov A.V.; Ushenko A.G.; Zheng J.","Ushenko, Yu. A. (6701840218); Gorsky, M.P. (14831433300); Dubolazov, A.V. (55394720600); Ushenko, A.G. (7004368950); Zheng, Jun (57198759122)","6701840218; 14831433300; 55394720600; 7004368950; 57198759122","Materials and Optical-Physical and Fluorescent Research Methods","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168998312&doi=10.1007%2f978-981-99-4735-5_2&partnerID=40&md5=3ac33a2f82972b22da1359605272d43a","Chernivtsi National University, Chernivtsi, 58000, Ukraine; Research Institute of Zhejiang University, Taizhou, China","Ushenko Y.A., Chernivtsi National University, Chernivtsi, 58000, Ukraine; Gorsky M.P., Chernivtsi National University, Chernivtsi, 58000, Ukraine; Dubolazov A.V., Chernivtsi National University, Chernivtsi, 58000, Ukraine; Ushenko A.G., Research Institute of Zhejiang University, Taizhou, China; Zheng J., Research Institute of Zhejiang University, Taizhou, China","2191530X","",""
"Sineglazov V.; Riazanovskiy K.; Klanovets O.","Sineglazov, V. (6601983603); Riazanovskiy, K. (57219504325); Klanovets, O. (57968993900)","6601983603; 57219504325; 57968993900","A Three-Stage 2D–3D Convolutional Network Ensemble for Segmenting Malignant Brain Tumors on MRI Images","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152372994&doi=10.1007%2fs10559-023-00555-5&partnerID=40&md5=4726b9df565d1b4f4fe82eae9d363233","V. M. Glushkov Institute of Cybernetics, National Academy of Sciences of Ukraine, Kyiv, Ukraine; National Technical University of Ukraine “Igor Sikorsky Kyiv Polytechnic Institute”, Kyiv, Ukraine","Sineglazov V., V. M. Glushkov Institute of Cybernetics, National Academy of Sciences of Ukraine, Kyiv, Ukraine; Riazanovskiy K., National Technical University of Ukraine “Igor Sikorsky Kyiv Polytechnic Institute”, Kyiv, Ukraine; Klanovets O., National Technical University of Ukraine “Igor Sikorsky Kyiv Polytechnic Institute”, Kyiv, Ukraine","10600396","",""
"Khlamov S.; Savanevych V.; Vlasenko V.; Trunova T.; Shvedun V.; Postupna О.; Tabakova I.","Khlamov, Sergii (56866386100); Savanevych, Vadym (56486038400); Vlasenko, Vladimir (57021260000); Trunova, Tetiana (57775882100); Shvedun, Viktoriia (56896006900); Postupna, Оlenа (57396506200); Tabakova, Iryna (57194480930)","56866386100; 56486038400; 57021260000; 57775882100; 56896006900; 57396506200; 57194480930","DEVELOPMENT OF A METHOD FOR DETERMINING THE APERTURE BRIGHTNESS OF AN OBJECT USING A TYPICAL FORM OF ITS IMAGE","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165150141&doi=10.15587%2f1729-4061.2023.278367&partnerID=40&md5=1f8e95837f335ef1b94b45a024c2fed3","Department of Media Systems and Technologies, Kharkiv National University of Radio Electronics, Nauky ave.,14, Kharkiv, 61166, Ukraine; Department of Systems Engineering, Kharkiv National University of Radio Electronics, Nauky ave.,14, Kharkiv, 61166, Ukraine; Space Research and Communications Center, National Space Facilities Control and Test Center, Moskovska str.,8, Kyiv, 01010, Ukraine; Scientific Department of Management Problems in the Field of Civil Protection, National University of Civil Defence of Ukraine, Chernyshevska str.,94, Kharkiv, 61023, Ukraine; Department of Management, National University of Civil Defence of Ukraine, Chernyshevska str.,94, Kharkiv, 61023, Ukraine","Khlamov S., Department of Media Systems and Technologies, Kharkiv National University of Radio Electronics, Nauky ave.,14, Kharkiv, 61166, Ukraine; Savanevych V., Department of Systems Engineering, Kharkiv National University of Radio Electronics, Nauky ave.,14, Kharkiv, 61166, Ukraine; Vlasenko V., Space Research and Communications Center, National Space Facilities Control and Test Center, Moskovska str.,8, Kyiv, 01010, Ukraine; Trunova T., Department of Media Systems and Technologies, Kharkiv National University of Radio Electronics, Nauky ave.,14, Kharkiv, 61166, Ukraine; Shvedun V., Scientific Department of Management Problems in the Field of Civil Protection, National University of Civil Defence of Ukraine, Chernyshevska str.,94, Kharkiv, 61023, Ukraine; Postupna О., Department of Management, National University of Civil Defence of Ukraine, Chernyshevska str.,94, Kharkiv, 61023, Ukraine; Tabakova I., Department of Media Systems and Technologies, Kharkiv National University of Radio Electronics, Nauky ave.,14, Kharkiv, 61166, Ukraine","17293774","",""
"Troianskyi V.; Bazyey O.; Okhotko H.; Khlamov S.; Kashuba V.; Simon A.","Troianskyi, Volodymyr (57202645378); Bazyey, Olexander (57202641141); Okhotko, Hanna (58703875000); Khlamov, Sergii (56866386100); Kashuba, Volodymyr (57218355331); Simon, Andrii (57191342671)","57202645378; 57202641141; 58703875000; 56866386100; 57218355331; 57191342671","Computational algorithm for determining the primary orbits of asteroids using the Väisälä method","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179842557&doi=10.1109%2fCSIT61576.2023.10324284&partnerID=40&md5=071538150bfbbbb12f0f8427760f9630","Odesa I. I. Mechnykov National University, Department of Physics and Astronomy FMPIT, Odesa, Ukraine; Vasyl Stefanyk Precarpathian National University, Department of Physics and Methods of Teaching, Ivano-Frankivsk, Ukraine; Odesa National Maritime University, Department of Mathematics, Physics and Astronomy, Odesa, Ukraine; Odesa I. I. Mechnykov National University, Astronomical Observatory, Department of Physics and Astronomy FMPIT, Odesa, Ukraine; Kharkiv National University of Radio Electronics, Department of media systems and technologies, Kharkiv, Ukraine; Odesa I. I. Mechnykov National University, Astronomical Observatory, Odesa, Ukraine; Taras Shevchenko National University of Kyiv, National Center «Junior academy of sciences of Ukraine», Astronomy and Space Physics Department, Kyiv, Ukraine","Troianskyi V., Odesa I. I. Mechnykov National University, Department of Physics and Astronomy FMPIT, Odesa, Ukraine, Vasyl Stefanyk Precarpathian National University, Department of Physics and Methods of Teaching, Ivano-Frankivsk, Ukraine; Bazyey O., Odesa I. I. Mechnykov National University, Department of Physics and Astronomy FMPIT, Odesa, Ukraine, Odesa National Maritime University, Department of Mathematics, Physics and Astronomy, Odesa, Ukraine; Okhotko H., Odesa I. I. Mechnykov National University, Astronomical Observatory, Department of Physics and Astronomy FMPIT, Odesa, Ukraine; Khlamov S., Kharkiv National University of Radio Electronics, Department of media systems and technologies, Kharkiv, Ukraine; Kashuba V., Odesa I. I. Mechnykov National University, Astronomical Observatory, Odesa, Ukraine; Simon A., Taras Shevchenko National University of Kyiv, National Center «Junior academy of sciences of Ukraine», Astronomy and Space Physics Department, Kyiv, Ukraine","27663655","979-835036046-2",""
"Boltivets S.I.; Gonchar T.O.; Uralova L.J.; Gonchar O.A.; Chelyadyn Yu.Ya.","Boltivets, S.I. (57298502900); Gonchar, T.O. (57297490200); Uralova, L.J. (57298503000); Gonchar, O.A. (58672180500); Chelyadyn, Yu.Ya. (58672012900)","57298502900; 57297490200; 57298503000; 58672180500; 58672012900","Assessment of immunological indicators in children with behavioral disorders due; [ОЦІНКА ІМУНОЛОГІЧНИХ ПОКАЗНИКІВ У ДІТЕЙ З ПОРУШЕННЯМИ ПОВЕДІНКИ ВНАСЛІДОК ПЕРИНАТАЛЬНИХ ЦЕРЕБРОВАСКУЛЯРНИХ УРАЖЕНЬ]","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175343344&doi=10.15574%2fSP.2023.132.67&partnerID=40&md5=2ce7cbf6cc0a9e12e8e406606db977f5","State Institute of Family and Youth Policy of Ukraine, Kyiv, Ukraine; Shupyk National University of Healthcare of Ukraine, Kyiv, Ukraine","Boltivets S.I., State Institute of Family and Youth Policy of Ukraine, Kyiv, Ukraine; Gonchar T.O., Shupyk National University of Healthcare of Ukraine, Kyiv, Ukraine; Uralova L.J., Shupyk National University of Healthcare of Ukraine, Kyiv, Ukraine; Gonchar O.A., Shupyk National University of Healthcare of Ukraine, Kyiv, Ukraine; Chelyadyn Yu.Ya., Shupyk National University of Healthcare of Ukraine, Kyiv, Ukraine","26637553","",""
"Khlamov S.; Trunova T.; Tabakova I.","Khlamov, Sergii (56866386100); Trunova, Tetiana (57775882100); Tabakova, Iryna (57194480930)","56866386100; 57775882100; 57194480930","Astronomical Metadata Mining from FITS Files by the Telescope Software","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85176339093&partnerID=40&md5=a414a81663dc2d42a2dce7ad758c94c7","Kharkiv National University of Radio Electronics, Nauki avenue 14, Kharkiv, 61166, Ukraine","Khlamov S., Kharkiv National University of Radio Electronics, Nauki avenue 14, Kharkiv, 61166, Ukraine; Trunova T., Kharkiv National University of Radio Electronics, Nauki avenue 14, Kharkiv, 61166, Ukraine; Tabakova I., Kharkiv National University of Radio Electronics, Nauki avenue 14, Kharkiv, 61166, Ukraine","16130073","",""
"Zhukov O.; Ivanovych H.V.","Zhukov, Oleksandr (58574932000); Ivanovych, Horbenko Vitalii (58574932100)","58574932000; 58574932100","A Comparative Study of Deep Convolutional Neural Network Architectures to Identify Full Bee Body in Images","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171175476&doi=10.1109%2fIDT59031.2023.10194440&partnerID=40&md5=30e590aa951adc2067bd6685bb6d1d0f","Zaporizhzhia National University, Department of Software Engineering, Zaporizhzhia, Ukraine","Zhukov O., Zaporizhzhia National University, Department of Software Engineering, Zaporizhzhia, Ukraine; Ivanovych H.V., Zaporizhzhia National University, Department of Software Engineering, Zaporizhzhia, Ukraine","","979-835030586-9",""
"Godik O.S.; Levytskii A.F.; Diehtiarova D.S.; Benzar I.M.; Korsak A.V.; Likhodiievskyi V.V.","Godik, O.S. (57204457495); Levytskii, A.F. (58145033400); Diehtiarova, D.S. (57219835811); Benzar, I.M. (57195373257); Korsak, A.V. (55984465100); Likhodiievskyi, V.V. (57191271704)","57204457495; 58145033400; 57219835811; 57195373257; 55984465100; 57191271704","Partial hepatic portal vein ligation: morphological assessment of prehepatic portal hypertension modelling; [Часткова перев'язка ворітної вени печінки: морфологічна оцінка результатів моделювання допечінкової форми портальної гіпертензії]","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165317370&doi=10.15574%2fPS.2023.78.59&partnerID=40&md5=e9c34d29e0b4f335dac2cb54905b9618","Bogomolets National Medical Uneversity, Kyiv, Ukraine; National Specialized Children's Hospital «OKHMATDYT», Kyiv, Ukraine","Godik O.S., Bogomolets National Medical Uneversity, Kyiv, Ukraine, National Specialized Children's Hospital «OKHMATDYT», Kyiv, Ukraine; Levytskii A.F., Bogomolets National Medical Uneversity, Kyiv, Ukraine, National Specialized Children's Hospital «OKHMATDYT», Kyiv, Ukraine; Diehtiarova D.S., Bogomolets National Medical Uneversity, Kyiv, Ukraine, National Specialized Children's Hospital «OKHMATDYT», Kyiv, Ukraine; Benzar I.M., Bogomolets National Medical Uneversity, Kyiv, Ukraine, National Specialized Children's Hospital «OKHMATDYT», Kyiv, Ukraine; Korsak A.V., Bogomolets National Medical Uneversity, Kyiv, Ukraine, National Specialized Children's Hospital «OKHMATDYT», Kyiv, Ukraine; Likhodiievskyi V.V., Bogomolets National Medical Uneversity, Kyiv, Ukraine","23040041","",""
