"Authors","Author full names","Author(s) ID","Title","Year","Link","Affiliations","Authors with affiliations","ISSN","ISBN","CODEN"
"Mysiuk R.; Mysiuk I.; Pawlowski G.; Yuzevych V.; Yasinskyi M.; Tyrkalo Y.","Mysiuk, Roman (57939883600); Mysiuk, Iryna (58178909800); Pawlowski, Grzegorz (57218330885); Yuzevych, Volodymyr (6506741420); Yasinskyi, Mykhailo (6508032469); Tyrkalo, Yuriy (57952498600)","57939883600; 58178909800; 57218330885; 6506741420; 6508032469; 57952498600","Video-based Concrete Road Damage Assessment Using JetRacer Kit","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152206878&doi=10.1109%2fCADSM58174.2023.10076528&partnerID=40&md5=547d6af010cb0deda826601d70f2cfe9","Ivan Franko National University of Lviv, Department of System Design, Lviv, Ukraine; Lviv University of Business and Law, Lviv, Ukraine; Zaklad Handlowo-Uslugowy BHP, Gorzyca, Poland; Karpenko Physico-mechanical Institute of the NAS of Ukraine, Department of Electrophysical Methods of Non-Destructive Testing, Lviv, Ukraine; Ukrainian Academy of Printing, Department of Engineering Mechanics, Lviv, Ukraine; Lviv Polytechnic National University, Department of Business and Environmental Expertise of Goods, Lviv, Ukraine","Mysiuk R., Ivan Franko National University of Lviv, Department of System Design, Lviv, Ukraine; Mysiuk I., Ivan Franko National University of Lviv, Department of System Design, Lviv, Ukraine; Pawlowski G., Lviv University of Business and Law, Lviv, Ukraine, Zaklad Handlowo-Uslugowy BHP, Gorzyca, Poland; Yuzevych V., Karpenko Physico-mechanical Institute of the NAS of Ukraine, Department of Electrophysical Methods of Non-Destructive Testing, Lviv, Ukraine; Yasinskyi M., Ukrainian Academy of Printing, Department of Engineering Mechanics, Lviv, Ukraine; Tyrkalo Y., Lviv Polytechnic National University, Department of Business and Environmental Expertise of Goods, Lviv, Ukraine","","979-835031085-6",""
"Lavrynenko R.; Ryabova N.","Lavrynenko, Roman (58265868800); Ryabova, Nataliya (57224189646)","58265868800; 57224189646","Transforming Semantic Segmentation into Instance Segmentation with a Guided U-Net","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179844511&doi=10.1109%2fCSIT61576.2023.10324276&partnerID=40&md5=a75a8598b08d273b7325215de4d9beed","Kharkiv National University of Radio Electronics, Artificial Intelligence department, Kharkiv, Ukraine","Lavrynenko R., Kharkiv National University of Radio Electronics, Artificial Intelligence department, Kharkiv, Ukraine; Ryabova N., Kharkiv National University of Radio Electronics, Artificial Intelligence department, Kharkiv, Ukraine","27663655","979-835036046-2",""
"Berezsky O.; Pitsun O.; Melnyk G.; Datsko T.; Izonin I.; Derysh B.","Berezsky, Oleh (16479742300); Pitsun, Oleh (57190575875); Melnyk, Grygoriy (27867794600); Datsko, Tamara (57188574014); Izonin, Ivan (38461225700); Derysh, Bohdan (57219592005)","16479742300; 57190575875; 27867794600; 57188574014; 38461225700; 57219592005","An Approach toward Automatic Specifics Diagnosis of Breast Cancer Based on an Immunohistochemical Image","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146809083&doi=10.3390%2fjimaging9010012&partnerID=40&md5=3a33ee8c33c853a09bd910d4ed1776cd","Department of Computer Engineering, West Ukrainian National University, Lviviska, 11, Ternopil, 46003, Ukraine; Department of Pathological Anatomy with Section Course and Forensic Medicine, I. Horbachevsky Ternopil National Medical University, 1 Maidan Voli, Ternopil, 46001, Ukraine; Department of Artificial Intelligence, Lviv Polytechnic National University, Lviv, 79013, Ukraine","Berezsky O., Department of Computer Engineering, West Ukrainian National University, Lviviska, 11, Ternopil, 46003, Ukraine; Pitsun O., Department of Computer Engineering, West Ukrainian National University, Lviviska, 11, Ternopil, 46003, Ukraine; Melnyk G., Department of Computer Engineering, West Ukrainian National University, Lviviska, 11, Ternopil, 46003, Ukraine; Datsko T., Department of Pathological Anatomy with Section Course and Forensic Medicine, I. Horbachevsky Ternopil National Medical University, 1 Maidan Voli, Ternopil, 46001, Ukraine; Izonin I., Department of Artificial Intelligence, Lviv Polytechnic National University, Lviv, 79013, Ukraine; Derysh B., Department of Computer Engineering, West Ukrainian National University, Lviviska, 11, Ternopil, 46003, Ukraine","2313433X","",""
"Nader R.; Smorodin A.; De La Fourniere N.; Amouriq Y.; Autrusseau F.","Nader, Rafic (57202871283); Smorodin, Andrey (57209690549); De La Fourniere, Natalia (57998085700); Amouriq, Yves (57215919680); Autrusseau, Florent (6602273798)","57202871283; 57209690549; 57998085700; 57215919680; 6602273798","Automatic teeth segmentation on panoramic X-rays using deep neural networks","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143616611&doi=10.1109%2fICPR56361.2022.9956708&partnerID=40&md5=959efceccd93d29b01fb2868e7456a6c","Polytech'Nantes University of Nantes, LTeN (U6607) & Itx (U1087), France; Odessa Polytechnic National Univ, Odessa, Ukraine; Artefakt-AI, 53 rue Felix Thomas, Nantes, 44000, France; University of Nantes, RMeS Lab. Inserm UMR-1229, Ufr Odontologie, France; University of Nantes, LTeN, Polytech'Nantes (U6607), RMeS (U1229), rue CH. Pauc, France","Nader R., Polytech'Nantes University of Nantes, LTeN (U6607) & Itx (U1087), France; Smorodin A., Odessa Polytechnic National Univ, Odessa, Ukraine; De La Fourniere N., Artefakt-AI, 53 rue Felix Thomas, Nantes, 44000, France; Amouriq Y., University of Nantes, RMeS Lab. Inserm UMR-1229, Ufr Odontologie, France; Autrusseau F., University of Nantes, LTeN, Polytech'Nantes (U6607), RMeS (U1229), rue CH. Pauc, France","10514651","978-166549062-7","PICRE"
"Shakhovska N.; Natiahlyi A.","Shakhovska, Nataliya (42962320400); Natiahlyi, Andrii (57457044200)","42962320400; 57457044200","The System for Eliminating Blurring of Text Images Using Convolutional Neural Networks","2021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124791774&doi=10.1109%2fCSIT52700.2021.9648586&partnerID=40&md5=7ba3cda33614a716ae680d33d9879c1f","National University, Lviv Polytechnic, Department of Artificial Intelligence, Lviv, Ukraine","Shakhovska N., National University, Lviv Polytechnic, Department of Artificial Intelligence, Lviv, Ukraine; Natiahlyi A., National University, Lviv Polytechnic, Department of Artificial Intelligence, Lviv, Ukraine","27663655","978-166544257-2",""
"Boyun V.","Boyun, Vitaliy (6505900928)","6505900928","The principles of organizing the search for an object in an image and the selection of informative features based on the visual perception of a person","2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093658954&doi=10.1109%2fDSMP47368.2020.9204034&partnerID=40&md5=743ef9572a6e998f82a0964059e420d0","V.M. Glushkov Institute of Cybernetics NASU, Department of Intelligent Real Time Video Systems, Kyiv, Ukraine","Boyun V., V.M. Glushkov Institute of Cybernetics NASU, Department of Intelligent Real Time Video Systems, Kyiv, Ukraine","","978-172813214-3",""
"Smelyakov K.; Chupryna A.; Hvozdiev M.; Sandrkin D.; Ruban I.; Voloshchuk O.","Smelyakov, Kirill (57203149663); Chupryna, Anastasiya (57202997528); Hvozdiev, Mykyta (57215342653); Sandrkin, Denys (57207757448); Ruban, Igor (7004018101); Voloshchuk, Olena (57207762084)","57203149663; 57202997528; 57215342653; 57207757448; 7004018101; 57207762084","Unified models of gradation image correction","2021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087206851&doi=10.1007%2f978-3-030-43070-2_14&partnerID=40&md5=f42a0140e50fe20ba0989cc30de191a4","Kharkiv National University of Radio Electronics, Kharkiv, Ukraine","Smelyakov K., Kharkiv National University of Radio Electronics, Kharkiv, Ukraine; Chupryna A., Kharkiv National University of Radio Electronics, Kharkiv, Ukraine; Hvozdiev M., Kharkiv National University of Radio Electronics, Kharkiv, Ukraine; Sandrkin D., Kharkiv National University of Radio Electronics, Kharkiv, Ukraine; Ruban I., Kharkiv National University of Radio Electronics, Kharkiv, Ukraine; Voloshchuk O., Kharkiv National University of Radio Electronics, Kharkiv, Ukraine","23674512","",""
"Kristan M.; Leonardis A.; Matas J.; Felsberg M.; Pflugfelder R.; Kämäräinen J.-K.; Danelljan M.; Zajc L.Č.; Lukežič A.; Drbohlav O.; He L.; Zhang Y.; Yan S.; Yang J.; Fernández G.; Hauptmann A.; Memarmoghadam A.; García-Martín Á.; Robinson A.; Varfolomieiev A.; Gebrehiwot A.H.; Uzun B.; Yan B.; Li B.; Qian C.; Tsai C.-Y.; Micheloni C.; Wang D.; Wang F.; Xie F.; Lawin F.J.; Gustafsson F.; Foresti G.L.; Bhat G.; Chen G.; Ling H.; Zhang H.; Cevikalp H.; Zhao H.; Bai H.; Kuchibhotla H.C.; Saribas H.; Fan H.; Ghanei-Yakhdan H.; Li H.; Peng H.; Lu H.; Li H.; Khaghani J.; Bescos J.; Li J.; Fu J.; Yu J.; Xu J.; Kittler J.; Yin J.; Lee J.; Yu K.; Liu K.; Yang K.; Dai K.; Cheng L.; Zhang L.; Wang L.; Wang L.; Van Gool L.; Bertinetto L.; Dunnhofer M.; Cheng M.; Dasari M.M.; Wang N.; Wang N.; Zhang P.; Torr P.H.S.; Wang Q.; Timofte R.; Gorthi R.K.S.; Choi S.; Marvasti-Zadeh S.M.; Zhao S.; Kasaei S.; Qiu S.; Chen S.; Schön T.B.; Xu T.; Lu W.; Hu W.; Zhou W.; Qiu X.; Ke X.; Wu X.-J.; Zhang X.; Yang X.; Zhu X.; Jiang Y.; Wang Y.; Chen Y.; Ye Y.; Li Y.; Yao Y.; Lee Y.; Gu Y.; Wang Z.; Tang Z.; Feng Z.-H.; Mai Z.; Zhang Z.; Wu Z.; Ma Z.","Kristan, Matej (6602219252); Leonardis, Aleš (7003317327); Matas, Jiří (7006443210); Felsberg, Michael (12775485600); Pflugfelder, Roman (16177808300); Kämäräinen, Joni-Kristian (6507583953); Danelljan, Martin (56422503300); Zajc, Luka Čehovin (57192835370); Lukežič, Alan (56613479600); Drbohlav, Ondrej (6601914968); He, Linbo (57223818311); Zhang, Yushan (57197788919); Yan, Song (57213820111); Yang, Jinyu (57202813184); Fernández, Gustavo (18633949100); Hauptmann, Alexander (35583618100); Memarmoghadam, Alireza (57192087693); García-Martín, Álvaro (36630296000); Robinson, Andreas (56402397200); Varfolomieiev, Anton (55372511800); Gebrehiwot, Awet Haileslassie (57222091721); Uzun, Bedirhan (57210943061); Yan, Bin (57215775026); Li, Bing (57210580694); Qian, Chen (57204290076); Tsai, Chi-Yi (57208588219); Micheloni, Christian (6507976201); Wang, Dong (56918730700); Wang, Fei (58736948400); Xie, Fei (57219564465); Lawin, Felix Jaremo (57191434104); Gustafsson, Fredrik (35546404000); Foresti, Gian Luca (7006427233); Bhat, Goutam (57192651025); Chen, Guangqi (57215963556); Ling, Haibin (57191091290); Zhang, Haitao (57212682499); Cevikalp, Hakan (15130518100); Zhao, Haojie (57215838917); Bai, Haoran (57222095496); Kuchibhotla, Hari Chandana (57222095732); Saribas, Hasan (57203171174); Fan, Heng (56085688000); Ghanei-Yakhdan, Hossein (56165584900); Li, Houqiang (35956273100); Peng, Houwen (55923346600); Lu, Huchuan (8218163400); Li, Hui (58166567200); Khaghani, Javad (57207830428); Bescos, Jesus (7004232993); Li, Jianhua (57196162382); Fu, Jianlong (36731082400); Yu, Jiaqian (57189361868); Xu, Jingtao (57205540193); Kittler, Josef (7102315971); Yin, Jun (57207839526); Lee, Junhyun (57203927878); Yu, Kaicheng (57222082746); Liu, Kaiwen (57222092877); Yang, Kang (57209224292); Dai, Kenan (57214439310); Cheng, Li (58729296600); Zhang, Li (57208268367); Wang, Lijun (57142763100); Wang, Linyuan (57222086970); Van Gool, Luc (22735702300); Bertinetto, Luca (56426569800); Dunnhofer, Matteo (57200015315); Cheng, Miao (57215969592); Dasari, Mohana Murali (57219496136); Wang, Ning (57216239937); Wang, Ning (57201950896); Zhang, Pengyu (57212874224); Torr, Philip H. S. (56821543600); Wang, Qiang (57188647510); Timofte, Radu (35812778400); Gorthi, Rama Krishna Sai (57126215300); Choi, Seokeon (57193139183); Marvasti-Zadeh, Seyed Mojtaba (56165662400); Zhao, Shaochuan (57215969119); Kasaei, Shohreh (6602182121); Qiu, Shoumeng (57222086681); Chen, Shuhao (57215971780); Schön, Thomas B. (56218867000); Xu, Tianyang (56733963300); Lu, Wei (57198963544); Hu, Weiming (56703992500); Zhou, Wengang (8979446000); Qiu, Xi (57660313400); Ke, Xiao (26029410700); Wu, Xiao-Jun (56191888600); Zhang, Xiaolin (56245909000); Yang, Xiaoyun (57215777806); Zhu, Xuefeng (57215496918); Jiang, Yingjie (57222091455); Wang, Yingming (57216714523); Chen, Yiwei (57221770470); Ye, Yu (57221418480); Li, Yuezhou (57221425842); Yao, Yuncon (57716471700); Lee, Yunsung (57217523745); Gu, Yuzhang (55375558600); Wang, Zezhou (57222101560); Tang, Zhangyong (57220907919); Feng, Zhen-Hua (55185136000); Mai, Zhijun (57219621871); Zhang, Zhipeng (57221422083); Wu, Zhirong (57141044800); Ma, Ziang (56918924400)","6602219252; 7003317327; 7006443210; 12775485600; 16177808300; 6507583953; 56422503300; 57192835370; 56613479600; 6601914968; 57223818311; 57197788919; 57213820111; 57202813184; 18633949100; 35583618100; 57192087693; 36630296000; 56402397200; 55372511800; 57222091721; 57210943061; 57215775026; 57210580694; 57204290076; 57208588219; 6507976201; 56918730700; 58736948400; 57219564465; 57191434104; 35546404000; 7006427233; 57192651025; 57215963556; 57191091290; 57212682499; 15130518100; 57215838917; 57222095496; 57222095732; 57203171174; 56085688000; 56165584900; 35956273100; 55923346600; 8218163400; 58166567200; 57207830428; 7004232993; 57196162382; 36731082400; 57189361868; 57205540193; 7102315971; 57207839526; 57203927878; 57222082746; 57222092877; 57209224292; 57214439310; 58729296600; 57208268367; 57142763100; 57222086970; 22735702300; 56426569800; 57200015315; 57215969592; 57219496136; 57216239937; 57201950896; 57212874224; 56821543600; 57188647510; 35812778400; 57126215300; 57193139183; 56165662400; 57215969119; 6602182121; 57222086681; 57215971780; 56218867000; 56733963300; 57198963544; 56703992500; 8979446000; 57660313400; 26029410700; 56191888600; 56245909000; 57215777806; 57215496918; 57222091455; 57216714523; 57221770470; 57221418480; 57221425842; 57716471700; 57217523745; 55375558600; 57222101560; 57220907919; 55185136000; 57219621871; 57221422083; 57141044800; 56918924400","The Eighth Visual Object Tracking VOT2020 Challenge Results","2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101374294&doi=10.1007%2f978-3-030-68238-5_39&partnerID=40&md5=83ea0f232950fffdb0d4d974151e916e","University of Ljubljana, Ljubljana, Slovenia; University of Birmingham, Birmingham, United Kingdom; Czech Technical University, Prague, Czech Republic; Linköping University, Linköping, Sweden; Austrian Institute of Technology, Seibersdorf, Austria; TU Wien, Vienna, Austria; Tampere University, Tampere, Finland; ETH Zürich, Zürich, Switzerland; Beijing Institute of Technology, Beijing, China; Carnegie Mellon University, Pittsburgh, United States; Dalian University of Technology, Dalian, China; Eskisehir Osmangazi University, Eskişehir, Turkey; Eskisehir Technical University, Eskişehir, Turkey; Five AI, London, United Kingdom; Fuzhou University, Fuzhou, China; High School Affiliated to Renmin University of China, Beijing, China; Indian Institute of Technology, Tirupati, Tirupati, India; Institute of Automation, Chinese Academy of Sciences, Beijing, China; Jiangnan University, Wuxi, China; KAIST, Daejeon, South Korea; Korea University, Seoul, South Korea; Megvii, Beijing, China; Microsoft Research, Redmond, United States; Nanjing University of Information Science and Technology, Nanjing, China; National Technical University of Ukraine, Kiev, Ukraine; NLP, Beijing, China; Remark Holdings, London, United Kingdom; Samsung Research China-Beijing (SRC-B), Beijing, China; Sensetime, Taiwan, Hong Kong; Shanghai Institute of Microsystem and Information Technology, Chinese Academy of Sciences, Shanghai, China; Sharif University of Technology, Tehran, Iran; Sichuan University, Chengdu, China; Southeast University, Nanjing, China; Stony Brook University, Stony Brook, United States; Tamkang University, New Taipei City, Taiwan; Universidad Autónoma de Madrid, Madrid, Spain; University of Alberta, Edmonton, Canada; University of Electronic Science and Technology of China, Chengdu, China; University of Isfahan, Isfahan, Iran; University of Oxford, Oxford, United Kingdom; University of Science and Technology of China, Hefei, China; University of Surrey, Guildford, United Kingdom; University of Udine, Udine, Italy; Uppsala University, Uppsala, Sweden; Yazd University, Yazd, Iran; Zhejiang Dahua Technology, Binjiang, China","Kristan M., University of Ljubljana, Ljubljana, Slovenia; Leonardis A., University of Birmingham, Birmingham, United Kingdom; Matas J., Czech Technical University, Prague, Czech Republic; Felsberg M., Linköping University, Linköping, Sweden; Pflugfelder R., Austrian Institute of Technology, Seibersdorf, Austria, TU Wien, Vienna, Austria; Kämäräinen J.-K., Tampere University, Tampere, Finland; Danelljan M., ETH Zürich, Zürich, Switzerland; Zajc L.Č., University of Ljubljana, Ljubljana, Slovenia; Lukežič A., University of Ljubljana, Ljubljana, Slovenia; Drbohlav O., Czech Technical University, Prague, Czech Republic; He L., Linköping University, Linköping, Sweden; Zhang Y., Linköping University, Linköping, Sweden, Beijing Institute of Technology, Beijing, China; Yan S., Tampere University, Tampere, Finland; Yang J., University of Birmingham, Birmingham, United Kingdom; Fernández G., Austrian Institute of Technology, Seibersdorf, Austria; Hauptmann A., Carnegie Mellon University, Pittsburgh, United States; Memarmoghadam A., University of Isfahan, Isfahan, Iran; García-Martín Á., Universidad Autónoma de Madrid, Madrid, Spain; Robinson A., Linköping University, Linköping, Sweden; Varfolomieiev A., National Technical University of Ukraine, Kiev, Ukraine; Gebrehiwot A.H., Universidad Autónoma de Madrid, Madrid, Spain; Uzun B., Eskisehir Osmangazi University, Eskişehir, Turkey; Yan B., Dalian University of Technology, Dalian, China; Li B., Institute of Automation, Chinese Academy of Sciences, Beijing, China; Qian C., Sensetime, Taiwan, Hong Kong; Tsai C.-Y., Tamkang University, New Taipei City, Taiwan; Micheloni C., University of Udine, Udine, Italy; Wang D., Dalian University of Technology, Dalian, China; Wang F., Sensetime, Taiwan, Hong Kong; Xie F., Southeast University, Nanjing, China; Lawin F.J., Linköping University, Linköping, Sweden; Gustafsson F., Uppsala University, Uppsala, Sweden; Foresti G.L., University of Udine, Udine, Italy; Bhat G., ETH Zürich, Zürich, Switzerland; Chen G., Sensetime, Taiwan, Hong Kong; Ling H., Stony Brook University, Stony Brook, United States; Zhang H., Zhejiang Dahua Technology, Binjiang, China; Cevikalp H., Eskisehir Osmangazi University, Eskişehir, Turkey; Zhao H., Dalian University of Technology, Dalian, China; Bai H., Sichuan University, Chengdu, China; Kuchibhotla H.C., Indian Institute of Technology, Tirupati, Tirupati, India; Saribas H., Eskisehir Technical University, Eskişehir, Turkey; Fan H., Stony Brook University, Stony Brook, United States; Ghanei-Yakhdan H., Yazd University, Yazd, Iran; Li H., University of Science and Technology of China, Hefei, China; Peng H., Microsoft Research, Redmond, United States; Lu H., Dalian University of Technology, Dalian, China; Li H., Jiangnan University, Wuxi, China; Khaghani J., University of Alberta, Edmonton, Canada; Bescos J., Universidad Autónoma de Madrid, Madrid, Spain; Li J., Dalian University of Technology, Dalian, China; Fu J., Microsoft Research, Redmond, United States; Yu J., Samsung Research China-Beijing (SRC-B), Beijing, China; Xu J., Samsung Research China-Beijing (SRC-B), Beijing, China; Kittler J., University of Surrey, Guildford, United Kingdom; Yin J., Zhejiang Dahua Technology, Binjiang, China; Lee J., Korea University, Seoul, South Korea; Yu K., High School Affiliated to Renmin University of China, Beijing, China; Liu K., Institute of Automation, Chinese Academy of Sciences, Beijing, China; Yang K., Nanjing University of Information Science and Technology, Nanjing, China; Dai K., Dalian University of Technology, Dalian, China; Cheng L., University of Alberta, Edmonton, Canada; Zhang L., University of Oxford, Oxford, United Kingdom; Wang L., Dalian University of Technology, Dalian, China; Wang L., Zhejiang Dahua Technology, Binjiang, China; Van Gool L., ETH Zürich, Zürich, Switzerland; Bertinetto L., Five AI, London, United Kingdom; Dunnhofer M., University of Udine, Udine, Italy; Cheng M., Zhejiang Dahua Technology, Binjiang, China; Dasari M.M., Indian Institute of Technology, Tirupati, Tirupati, India; Wang N., Nanjing University of Information Science and Technology, Nanjing, China; Wang N., University of Science and Technology of China, Hefei, China; Zhang P., Dalian University of Technology, Dalian, China; Torr P.H.S., University of Oxford, Oxford, United Kingdom; Wang Q., NLP, Beijing, China; Timofte R., ETH Zürich, Zürich, Switzerland; Gorthi R.K.S., Indian Institute of Technology, Tirupati, Tirupati, India; Choi S., KAIST, Daejeon, South Korea; Marvasti-Zadeh S.M., University of Alberta, Edmonton, Canada; Zhao S., Jiangnan University, Wuxi, China; Kasaei S., Sharif University of Technology, Tehran, Iran; Qiu S., Shanghai Institute of Microsystem and Information Technology, Chinese Academy of Sciences, Shanghai, China; Chen S., Dalian University of Technology, Dalian, China; Schön T.B., Uppsala University, Uppsala, Sweden; Xu T., University of Surrey, Guildford, United Kingdom; Lu W., Zhejiang Dahua Technology, Binjiang, China; Hu W., Institute of Automation, Chinese Academy of Sciences, Beijing, China, NLP, Beijing, China; Zhou W., University of Science and Technology of China, Hefei, China; Qiu X., Megvii, Beijing, China; Ke X., Fuzhou University, Fuzhou, China; Wu X.-J., Jiangnan University, Wuxi, China; Zhang X., Shanghai Institute of Microsystem and Information Technology, Chinese Academy of Sciences, Shanghai, China; Yang X., Remark Holdings, London, United Kingdom; Zhu X., Jiangnan University, Wuxi, China; Jiang Y., Jiangnan University, Wuxi, China; Wang Y., Dalian University of Technology, Dalian, China; Chen Y., Samsung Research China-Beijing (SRC-B), Beijing, China; Ye Y., Fuzhou University, Fuzhou, China; Li Y., Fuzhou University, Fuzhou, China; Yao Y., Southeast University, Nanjing, China; Lee Y., Korea University, Seoul, South Korea; Gu Y., Shanghai Institute of Microsystem and Information Technology, Chinese Academy of Sciences, Shanghai, China; Wang Z., Dalian University of Technology, Dalian, China; Tang Z., Jiangnan University, Wuxi, China; Feng Z.-H., University of Surrey, Guildford, United Kingdom; Mai Z., University of Electronic Science and Technology of China, Chengdu, China; Zhang Z., Institute of Automation, Chinese Academy of Sciences, Beijing, China; Wu Z., Microsoft Research, Redmond, United States; Ma Z., Zhejiang Dahua Technology, Binjiang, China","03029743","978-303068237-8",""
"Radiuk P.; Barmak O.; Krak I.","Radiuk, Pavlo (57216894492); Barmak, Olexander (57217176350); Krak, Iurii (6602577533)","57216894492; 57217176350; 6602577533","An Approach to Early Diagnosis of Pneumonia on Individual Radiographs based on the CNN Information Technology","2021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122271702&doi=10.2174%2f1875036202114010093&partnerID=40&md5=2980c45a44c9d53f25c4360a4db0d15d","Department of Computer Science and Information Technologies, Khmelnytskyi National University, 11, Institutes str, Khmelnytskyi, 29016, Ukraine; Department of Theoretical Cybernetics, Taras Shevchenko National University of Kyiv, 64/13, Volodymyrska str, Kyiv, 01601, Ukraine; Glushkov Cybernetics Institute, 40 Glushkov Ave, Kyiv, 03187, Ukraine","Radiuk P., Department of Computer Science and Information Technologies, Khmelnytskyi National University, 11, Institutes str, Khmelnytskyi, 29016, Ukraine; Barmak O., Department of Computer Science and Information Technologies, Khmelnytskyi National University, 11, Institutes str, Khmelnytskyi, 29016, Ukraine; Krak I., Department of Theoretical Cybernetics, Taras Shevchenko National University of Kyiv, 64/13, Volodymyrska str, Kyiv, 01601, Ukraine, Glushkov Cybernetics Institute, 40 Glushkov Ave, Kyiv, 03187, Ukraine","18750362","",""
"Korobchansky V.O.; Oliinyk Y.O.; Nesterenko V.G.; Sarkis-Ivanova V.V.; Hryhorian O.V.","Korobchansky, Volodymyr O. (57208077442); Oliinyk, Yuliia O. (57221567532); Nesterenko, Valentyna G. (57224523247); Sarkis-Ivanova, Vladyslava V. (57222955715); Hryhorian, Olena V. (57222954960)","57208077442; 57221567532; 57224523247; 57222955715; 57222954960","HYGIENIC ASPECTS OF LIFESTYLE OF KHARKIV NATIONAL MEDICAL UNIVERSITY JUNIOR STUDENTS IN THE CONDITIONS OF QUARANTINE","2021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104214136&partnerID=40&md5=997ae5fa042e2fbc26cab40bab7d35fb","KHARKIV NATIONAL MEDICAL UNIVERSITY, KHARKIV, Ukraine","Korobchansky V.O., KHARKIV NATIONAL MEDICAL UNIVERSITY, KHARKIV, Ukraine; Oliinyk Y.O., KHARKIV NATIONAL MEDICAL UNIVERSITY, KHARKIV, Ukraine; Nesterenko V.G., KHARKIV NATIONAL MEDICAL UNIVERSITY, KHARKIV, Ukraine; Sarkis-Ivanova V.V., KHARKIV NATIONAL MEDICAL UNIVERSITY, KHARKIV, Ukraine; Hryhorian O.V., KHARKIV NATIONAL MEDICAL UNIVERSITY, KHARKIV, Ukraine","00435147","",""
"Dyulicheva Y.Yu.; Glazieva A.O.","Dyulicheva, Yulia Yu. (56669951600); Glazieva, Anastasia O. (57432906800)","56669951600; 57432906800","Game based learning with artificial intelligence and immersive technologies: an overview","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123793902&partnerID=40&md5=7d62a3125997d6d1ac70765bf662cb14","V.I. Vernadsky Crimean Federal Univerity, 4 Vernadsky Ave., Simferopol, 295007, Ukraine","Dyulicheva Y.Yu., V.I. Vernadsky Crimean Federal Univerity, 4 Vernadsky Ave., Simferopol, 295007, Ukraine; Glazieva A.O., V.I. Vernadsky Crimean Federal Univerity, 4 Vernadsky Ave., Simferopol, 295007, Ukraine","16130073","",""
"Koruts U.Z.; Petkov V.P.; Nazymko E.S.; Denysova T.A.; Oliinyk U.M.","Koruts, Uliana Z. (57215662410); Petkov, Valerii P. (57216993246); Nazymko, Ehor S. (57216990957); Denysova, Tetiana A. (57215278099); Oliinyk, Uliana M. (57216990797)","57215662410; 57216993246; 57216990957; 57215278099; 57216990797","Formation of lifelong learning competences in the process of professional training of future lawyers","2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085640890&doi=10.26803%2fijlter.19.4.9&partnerID=40&md5=abd025c933f42a5fcd3782a114877f92","Ternopil National Economic University, Ternopil, Ukraine; Alfred Nobel University, Dnipro, Ukraine; Donetsk Law Institute of the Ministry of Internal Affairs of Ukraine (Kryvyi Rih), Kryvyi Rih, Ukraine; International University 'MITSO', Gomel, Belarus; Khmelnytsky University of Management and Law named after Leonid Yuzkov, Khmelnytsky, Ukraine","Koruts U.Z., Ternopil National Economic University, Ternopil, Ukraine; Petkov V.P., Alfred Nobel University, Dnipro, Ukraine; Nazymko E.S., Donetsk Law Institute of the Ministry of Internal Affairs of Ukraine (Kryvyi Rih), Kryvyi Rih, Ukraine; Denysova T.A., International University 'MITSO', Gomel, Belarus; Oliinyk U.M., Khmelnytsky University of Management and Law named after Leonid Yuzkov, Khmelnytsky, Ukraine","16942116","",""
"Gadetska S.; Gorokhovatskyi V.; Stiahlyk N.; Vlasenko N.","Gadetska, S. (57203515764); Gorokhovatskyi, V. (6506997369); Stiahlyk, N. (57216944420); Vlasenko, N. (55930369500)","57203515764; 6506997369; 57216944420; 55930369500","Aggregate Parametric Representation of Image Structural Description in Statistical Classification Methods","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130754017&partnerID=40&md5=0c3a3dc8e0c9494eb27f7e202bd742d9","Kharkiv National Automobile and Road University, Kharkiv, Ukraine; Kharkiv National University of Radio Electronics, Kharkiv, Ukraine; Educational and Scientific Institute, Karazin Banking Institute, V.N. Karazin Kharkiv National University, Kharkiv, Ukraine; Simon Kuznets Kharkiv National University of Economics, Kharkiv, Ukraine","Gadetska S., Kharkiv National Automobile and Road University, Kharkiv, Ukraine; Gorokhovatskyi V., Kharkiv National University of Radio Electronics, Kharkiv, Ukraine; Stiahlyk N., Educational and Scientific Institute, Karazin Banking Institute, V.N. Karazin Kharkiv National University, Kharkiv, Ukraine; Vlasenko N., Simon Kuznets Kharkiv National University of Economics, Kharkiv, Ukraine","16130073","",""
