index;name;#publications;#publishers;publishers;density
274;Department of Telecommunication Technologies and Automatics;6;11;"7006204952; 36925116300; 56740996700; 55567661400; 56423705900; 6506291738; 55979326700; 55644806400; 55601022000; 57216831949; 36925606800";0,545454545
329;M.G. Kholodny Institute of Botany;6;8;"6507089009; 57193488315; 35613172400; 6602922742; 57315692500; 57219515466; 7003656467; 53163400900";0,75
388;Faculty of Cybernetics;6;11;"56352192500; 16745159200; 56183274300; 56352633800; 44661279500; 56951322300; 56950939100; 9536987000; 44661392700; 57191852972; 35319035700";0,545454545
489;Institute of Geophysics of NAS of Ukraine;6;8;"58188868800; 55320619500; 55646630800; 6602523298; 56273547600; 7005672057; 56085597900; 36716977300";0,75
638;Software Engineering Department;6;15;"57200176529; 55218237600; 57190344215; 57203145725; 57203141937; 58616184100; 56017239300; 57189381444; 57189391408; 58615826600; 24483454400; 56017084600; 57203147598; 57189377891; 57355264000";0,4
787;Ivan Franko false National University;6;7;"8521299600; 57190274702; 57218346060; 57195886168; 57130994800; 57220107691; 57211998738";0,857142857
790;Ternopil Ivan Pul’uj National Technical University;6;10;"25638742300; 57218320009; 57209802337; 37078111000; 57201343382; 57201334745; 37076165500; 26537632000; 6504496440; 57218248206";0,6
859;Zabolotny Institute of Microbiology and Virology;6;19;"6602594365; 6507362194; 58037977300; 57201978653; 36954674900; 7005641357; 58038228500; 55694090600; 56708332600; 57239780400; 7003863955; 57221805192; 57209506207; 6506532547; 6507417279; 38360919800; 36724937800; 6506022289; 36128083200";0,315789474
877;I.I. Schmalhausen Institute of Zoology;6;6;"24492765600; 8659464300; 33667742000; 15757682900; 36444835000; 6602491401";1
915;Karpenko Physico-Mechanical Institute of the NAS of Ukraine;6;14;"24477369500; 57220270181; 24073673400; 24479471100; 6506741420; 55816397200; 6506427604; 57891499600; 56446930100; 36069376300; 57189324938; 24484062600; 24479946200; 24479899900";0,428571429
954;Ivano-Frankivsk National Medical University;6;8;"57798165200; 57353366800; 58776453300; 57210595484; 57209368669; 57797700000; 57024135000; 57207622429";0,75
1198;University of Customs and Finance;6;11;"57207771350; 57438875500; 57215274481; 57194523531; 57214242698; 56206309900; 57211386386; 57190132131; 57439217400; 58632079800; 57214245462";0,545454545
1224;Department of Computer-Integrated Technologies;6;11;"57204563872; 57217198880; 57211027250; 6603262903; 57193698953; 57193453410; 57190574757; 57202455354; 57216434058; 55939407700; 57199329065";0,545454545
1288;It-Jim;6;11;"57219534274; 57188728515; 57120086100; 57500699900; 24468827000; 57219530578; 36514483700; 57194161432; 57204560252; 35616087900; 55855168100";0,545454545
1351;Biomedical Engineering Department;6;8;"13105377000; 57208026679; 57189383519; 57204278880; 57204557798; 57204265439; 57189386760; 57260210400";0,75
1354;EOS Data Analytics;6;10;"6505609275; 57190372318; 57203354947; 57211756028; 57567189000; 15122731600; 57203633940; 34977230500; 57567388200; 56368867700";0,6
1362;false Institute of Cybernetics of National Academy of Sciences of Ukraine;6;12;"6602077883; 15750518500; 56110673500; 6506109210; 57219244561; 16202071500; 57203268365; 56371355000; 57194524202; 57224002353; 36190073400; 57433631900";0,5
1375;Odessa National Academy of Food Technologies;6;12;"6603845154; 58157476400; 57216488351; 57189324135; 57205198036; 57220200738; 57189322667; 7801690755; 56038582000; 57189695991; 57194016420; 56695311600";0,5
1490;false National University of Culture and Arts;6;12;"57201528033; 57213192586; 57219051365; 58065722200; 57224323862; 57194286624; 58065580900; 58065167400; 58529416400; 57221166762; 57221104948; 6508215153";0,5
1535;Department of System Design;6;9;"58029641100; 57203887078; 14068960200; 56225214600; 57215294343; 58178909800; 57204842551; 57939883600; 57204841872";0,666666667
1668;Ivan Franko Drohobych State Pedagogical University;6;3;"57015285100; 58066688800; 6602604864";2
1758;H. S. Skovoroda false National Pedagogical University;6;8;"57673095600; 57224618454; 57213289661; 57223021510; 56576437500; 57218114932; 56529712600; 57214092303";0,75
1771;Vinnytsia National Pirogov Memorial Medical University;6;3;"57218138167; 57189329211; 57385920100";2
1841;Department of Radar Troops Tactic;6;3;"57196075236; 57196079841; 57218795196";2
1868;Department of Accounting;6;13;"57305814500; 58486650200; 57202398836; 57219620900; 58798996800; 57209394576; 57201579333; 57222189938; 57209400389; 57211351673; 57776724400; 58315006000; 57209393783";0,461538462
2021;Management and Marketing Center;6;1;12788840400;6
2115;Research Department;6;9;"58026993500; 57921103700; 57215580797; 56647807400; 55328211600; 57884693500; 57225147960; 7201365396; 58243461200";0,666666667
2218;Department of Theory and Methodology of Physical Education;6;5;"57214076864; 56576437500; 57218114932; 57214092303; 57927674700";1,2
2281;Central Ukrainian National Technical University;6;6;"58698593400; 57212031323; 57208667815; 57204395555; 57209735730; 57203514883";1
2531;GeoGuard;6;5;"14018777000; 27867946500; 57219532629; 57243227200; 57219531827";1,2
2541;National Space Facilities Control and Test Center;6;4;"57188704798; 57021260000; 52564129800; 57218564576";1,5
2669;I. Horbachevsky Ternopil National Medical University;6;18;"57219595716; 58295018800; 57201718225; 57202987503; 57215490836; 58286966600; 57209683013; 57226237819; 57219598232; 58042755600; 57226188119; 57202255096; 57226178655; 57195404131; 58295674300; 57201498221; 57202252645; 57219377895";0,333333333
2732;Institute for Applied System Analysis of the National Technical University of Ukraine “Igor Sikorsky false Polytechnic Institute”;6;9;"57220190228; 57215927206; 57765600500; 6602445011; 56412465200; 18634930800; 56294460900; 7201827051; 6602686355";0,666666667
2755;National Technical University 'KhPI';6;9;"57202229410; 36021571200; 57057781300; 57208851362; 57211758694; 57190372355; 7005418534; 57211756298; 57208903412";0,666666667
3013;Department of Mathematical Methods and Computer-Aided Design;6;1;57224310522;6
3117;Lesya Ukrainka Volyn National University;6;12;"57226536177; 57218345616; 8383601100; 57222152247; 57204841299; 57221874892; 23090775100; 57218347265; 8628799900; 57000526500; 58095661900; 26538924800";0,5
3204;Department of Materials Science and Engineering;6;4;"6507291021; 10039191600; 55694014200; 56738918700";1,5
3357;Department of Internal Medicine;6;7;"56418403300; 57208417034; 57216293767; 6603855774; 57207816665; 57205371260; 58243598100";0,857142857
3500;Institute for Digitalisation of Education;6;8;"57190128564; 56375008500; 57211133927; 57219969645; 56289490700; 57190124417; 57211134081; 57204971103";0,75
3782;National Amosov Institute of Cardiovascular Surgery of the National Academy of Medical Sciences of Ukraine;6;17;"57345503000; 56461091600; 58037908500; 57345039000; 57468266100; 57215493913; 57812035000; 57221258676; 36712107400; 57337819500; 57338415500; 57338271500; 57786544100; 57338250800; 57912446400; 57221272451; 57188834106";0,352941176
3971;Space Research and Communications Center;6;2;"57021260000; 56486038400";3
4059;Shupyk National Healthcare University of Ukraine;6;8;"58410217700; 57787139500; 6504120488; 58179686200; 57214225362; 35865993800; 57918261000; 57468726800";0,75
4098;Odesa Polytechnic National University;6;14;"56667638800; 8393582500; 57876302100; 58681025200; 57219779480; 45761210500; 58677655800; 54419480900; 58289385400; 57189374844; 57226777180; 35316966900; 57197491335; 7202194490";0,428571429
4670;National Aerospace University – false Aviation Institute;6;12;"57217115056; 58616906800; 55225531900; 7006718461; 58309781700; 57204907264; 58194260300; 57444759400; 41761910800; 57214220648; 7005979784; 7102438809";0,5
8;Department of Metal Physics;5;5;"6504707780; 8411877900; 8394266700; 7003678733; 57208122402";1
46;Department of Software;5;8;"55120940800; 57194548043; 6507589303; 7006531104; 57219624746; 57204946031; 57193088331; 57210561741";0,625
62;RE Kavetsky Institute of Experimental Pathology;5;13;"7006405663; 36171151600; 56703489400; 36981419500; 7801656332; 57214932724; 57191376480; 57214167415; 6602476515; 6507059292; 7003728286; 54994145600; 7003343731";0,384615385
83;Palladin Institute of Biochemistry;5;10;"53879693700; 35080722900; 7006767982; 6603377172; 7102278522; 53879860200; 8328131500; 55986120800; 7003488176; 7005428351";0,5
88;Taras Shevchenko Kiev National University;5;14;"8317325400; 57217642064; 35561279100; 30567670100; 22958901100; 7004001651; 25224040900; 8322291600; 36651996700; 7003360760; 56529283000; 7003494979; 25723435600; 56055930100";0,357142857
93;Dept of Transmitters;5;5;"57201771882; 55225531900; 58309781700; 7005979784; 7102438809";1
98;Crimean Astrophysical Observatory;5;9;"7102624686; 55608343000; 56730215400; 7006914027; 7101928440; 7005645454; 16033756000; 55936419600; 6603449057";0,555555556
215;Taras Shevchenko false National University;5;17;"7101689208; 26653693800; 55818386500; 8730968900; 37117572700; 57201773300; 10039216600; 56120050700; 7005995241; 55403810500; 53163873700; 6701834992; 7004688037; 55362148300; 6701852523; 53164619500; 7102850777";0,294117647
223;National Mining University of Ukraine;5;12;"55505567400; 8889501500; 12788930300; 57197590469; 6602112272; 55320295400; 57199053616; 55505886200; 26635281900; 55320528400; 50961760100; 55505566900";0,416666667
264;Franko false National University;5;9;"56631056000; 57207691072; 13611774500; 57291606800; 10045324400; 54879324800; 35186009900; 54953325600; 35186330200";0,555555556
283;Faculty of Radiophysics;5;10;"57190373090; 57196445471; 57190386403; 24074631100; 6701719591; 37080088600; 24723280100; 57201907047; 56786442100; 7004019960";0,5
294;State University for Transport Economy and Technologies;5;4;"7006204952; 57216831949; 56423705900; 6506291738";1,25
301;Optics and Spectroscopy Department;5;14;"55893166900; 54883888200; 24281077300; 12645175800; 55394720600; 7004368950; 55639274100; 57204226595; 6508284984; 57225134261; 55894731200; 35865993800; 6508109100; 55338178100";0,357142857
347;Institute of Telecommunications;5;9;"57188751614; 24483931200; 24483455500; 35609532100; 55975814000; 55920578700; 55976471700; 56310376400; 37562161300";0,555555556
411;National Cancer Institute;5;17;"56561216400; 23492358700; 57201677136; 55885880600; 7801524917; 56090792300; 57416844700; 57041278500; 56049068900; 6602377516; 57208164469; 57419793200; 57208161915; 55438118800; 57204270571; 57211122886; 24467763900";0,294117647
417;Kharkov National Automobile and Highway University;5;10;"58133864400; 57219434067; 57195439876; 18038571300; 57196348414; 57193756769; 57196327722; 35336612100; 24342118700; 36651768700";0,5
442;Department of Pharmaceutical;5;7;"25632452600; 8746060700; 57194762549; 6504727530; 24341417700; 6603232079; 14054059800";0,714285714
494;Main Astronomical Observatory of the National Academy of Sciences of Ukraine;5;9;"7005861552; 6602840005; 55348120800; 57216439603; 6602304826; 35586496700; 6506361033; 55693724200; 36701733200";0,555555556
497;false Polytechnic Institute;5;4;"56105504500; 55027316700; 55372511800; 57206489823";1,25
539;Institute for Problems of Materials Science;5;5;"55838528100; 7004001651; 25031777900; 6701858609; 6603821167";1
552;Institute for Problems of Materials Science of NAS of Ukraine;5;9;"6504183393; 7004001651; 55838647600; 57017710300; 57211258518; 25031777900; 16317310900; 6506498584; 16315127400";0,555555556
653;Kiev National Taras Shevchenko University;5;7;"25030548000; 56884058400; 6602577533; 56033325700; 57209328056; 57203167418; 7003553028";0,714285714
688;National Scientific Center;5;11;"57191612646; 6602761942; 57191610040; 6602079127; 57486399500; 35323963100; 7005332284; 57191618826; 57191614845; 57220833932; 57189647289";0,454545455
695;Bakul Institute for Superhard Materials;5;15;"57192872958; 57193546644; 26536962000; 8303712600; 37059818300; 7003994085; 6603390557; 7006566978; 58497922800; 57540662300; 57264603100; 7102056418; 6602443262; 58498119800; 57541307800";0,333333333
743;LNDES;5;14;"8641218700; 56736687800; 24174925300; 16402414700; 56114367900; 35275247900; 7005074074; 12795139300; 24175308600; 57191223783; 35616087900; 57217210048; 36474015200; 52663657700";0,357142857
755;National Aerospace University (false Aviation Institute);5;12;"6507438749; 18042670600; 55652835300; 55847192600; 57194428732; 7102438809; 58309781700; 57192199954; 23397933100; 56769211300; 7005979784; 7005723502";0,416666667
832;Institute for Evolutionary Ecology;5;3;"57205588649; 57220089492; 6507154292";1,666666667
881;Main Astronomical Observatory of the NAS of Ukraine;5;9;"57311572400; 55372967400; 36118124700; 24074597100; 8694491500; 23049443800; 56556907000; 34168321500; 16644308700";0,555555556
886;Institute of Physics and Technology;5;11;"58289648500; 57970622900; 6507365226; 58288972600; 36545243000; 57968989900; 58289648300; 57202424721; 36021629800; 58288842600; 6602485938";0,454545455
930;Petro Mohyla Black Sea State University;5;11;"56925312200; 57191859480; 57191861232; 57203517108; 57103586600; 56925427000; 57103674400; 56925525500; 6602324472; 57103650900; 57191862301";0,454545455
1004;Ukrainian Institute on Public Health Policy;5;11;"55625666500; 57193426982; 57189461764; 55625250600; 58306463800; 15051444200; 55759565100; 8923601900; 55811331400; 55757875500; 57205192774";0,454545455
1024;P.L. Shupyk National Medical Academy of Postgraduate Education;5;2;"57189456826; 35865993800";2,5
1067;Information Technologies Department;5;6;"24179426400; 36651002500; 54421163800; 57201781537; 58304720200; 56950952000";0,833333333
1091;Information Systems and Network Department;5;10;"56983080500; 14071777700; 57195508804; 55816397200; 42962320400; 56446930100; 57189374702; 24484045400; 55225672300; 36571783300";0,5
1149;Ternopil State Medical University;5;12;"57216804100; 57216803049; 57193443530; 57192919609; 57209172802; 57204654086; 57216802987; 55581656000; 56561149600; 6602818932; 57202738330; 57195251497";0,416666667
1176;Faculty of Information Technology;5;10;"57216154189; 36724076700; 57208407651; 57205435473; 57191477094; 57216160265; 12039392900; 56198993400; 57198495672; 57192985387";0,5
1194;false State Academy of Physical Culture;5;18;"57218345552; 57218587704; 57219270369; 57200184449; 57200181035; 57200179096; 57189905178; 58346237000; 57219265791; 57189902375; 57202812073; 57219950990; 57219270711; 57208908609; 57200176930; 57207316012; 57189900331; 56880389300";0,277777778
